"id","time","DV","outcome"
"89",11,2.29953432854435,"1CMT_IV"
"89",12,2.10511919111636,"1CMT_IV"
"89",16,1.47850862750666,"1CMT_IV"
"89",24,0.729320142832951,"1CMT_IV"
"92",0,10.1364612315638,"1CMT_IV"
"92",0.5,9.83805321471312,"1CMT_IV"
"92",1,9.54843005309809,"1CMT_IV"
"92",1.5,9.2673331287287,"1CMT_IV"
"92",2,8.99451143708873,"1CMT_IV"
"92",2.5,8.7297213630021,"1CMT_IV"
"92",3,8.47272646309754,"1CMT_IV"
"92",3.5,8.22329725467735,"1CMT_IV"
"92",4,7.98121101080158,"1CMT_IV"
"92",5,7.51820910026788,"1CMT_IV"
"92",6,7.08206661856869,"1CMT_IV"
"92",7,6.67122541032516,"1CMT_IV"
"92",8,6.28421771106734,"1CMT_IV"
"92",9,5.91966090352321,"1CMT_IV"
"92",10,5.57625257810322,"1CMT_IV"
"92",11,5.25276587993347,"1CMT_IV"
"92",12,4.94804512581433,"1CMT_IV"
"92",16,3.89597427918146,"1CMT_IV"
"92",24,2.41535482727022,"1CMT_IV"
"93",0,36.6928303533956,"1CMT_IV"
"93",0.5,34.6368321676045,"1CMT_IV"
"93",1,32.6960371018579,"1CMT_IV"
"93",1.5,30.8639900148237,"1CMT_IV"
"93",2,29.1345974641375,"1CMT_IV"
"93",2.5,27.502107439435,"1CMT_IV"
"93",3,25.9610902309961,"1CMT_IV"
"93",3.5,24.5064203703717,"1CMT_IV"
"93",4,23.133259582925,"1CMT_IV"
"93",5,20.6134524463096,"1CMT_IV"
"93",6,18.3681171359829,"1CMT_IV"
"93",7,16.3673566085041,"1CMT_IV"
"93",8,14.5845303776482,"1CMT_IV"
"93",9,12.9958997915414,"1CMT_IV"
"93",10,11.5803119482426,"1CMT_IV"
"93",11,10.3189180410497,"1CMT_IV"
"93",12,9.19492238324886,"1CMT_IV"
"93",16,5.79700514481731,"1CMT_IV"
"93",24,2.30417214533975,"1CMT_IV"
"101",0,5.40315307484336,"1CMT_IV"
"101",0.5,5.25838332748058,"1CMT_IV"
"101",1,5.11749247813553,"1CMT_IV"
"101",1.5,4.98037659729181,"1CMT_IV"
"101",2,4.84693454007556,"1CMT_IV"
